record_id,paper_title,author_list,journal_or_conf,pub_year,abstract,doi_link
dblp_00423,Efficient LSH Hashing at Scale,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",EDBT,2016,This work addresses the problem of efficient lsh hashing at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1423/edbt.2015.00423
dblp_00335,A Adaptive Framework for Knowledge Graph Embedding,"Brown, M. and Anderson, E. and Dubois, T. and Kim, E.",ICDM,2023,We present a novel approach for a adaptive framework for knowledge graph embedding. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1335/icdm.2023.00335
dblp_00025,Explainable AI with Context-Aware Constraints,"Nguyen, M. and Thompson, A.",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1025/is.2001.00025
dblp_00464,Data Fusion Over Web Data,"Johnson, K.",NAACL,2009,We study the problem of data fusion over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1464/naacl.2008.00464
dblp_00281,Robust Schema Matching for Financial Transactions,"Lee, A. and Wilson, A.",CVPR,2017,"In this paper, we propose robust schema matching for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1281/cvpr.2017.00281
dblp_00247,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1247/sdm.2007.00247
dblp_00237,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1237/aij.2021.00237
dblp_00117,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1117/aij.2021.00117
dblp_00042,Graph Neural Networks: From Theory to Practice,"Wilson, A. and White, P. and Müller, Y.",ACL,2018,"In this paper, we propose graph neural networks: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1042/acl.2018.00042
dblp_00220,Federated Learning with Scalable Constraints,"Dubois, T.",ICLR,2004,"In this paper, we propose federated learning with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1220/iclr.2004.00220
dblp_00176,Robust Named Entity Recognition for Spatial Data,"Deng, C.",JMLR,2008,We study the problem of robust named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1176/jmlr.2008.00176
dblp_00320,A Scalable Framework for Query Processing,"Smith, J.",WSDM,2008,This work addresses the problem of a scalable framework for query processing. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1320/wsdm.2008.00320
dblp_00153,Discriminative Differential Privacy at Scale,"Johansson, N. and Yamamoto, R.",EDBT,2009,This work addresses the problem of discriminative differential privacy at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1153/edbt.2009.00153
dblp_00231,Dense Retrieval via Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1231/tkde.2015.00231
dblp_00227,Towards Semi-Supervised Entity Resolution,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",Int. Conf. on Information and Knowledge Management,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1227/cikm.2011.00227
dblp_00417,Sentiment Analysis: From Theory to Practice,"Hernandez, J. and Petrov, M.",AIJ,2009,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1417/aij.2009.00417
dblp_00203,Efficient Relation Extraction: A Survey,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",TKDD,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1203/tkdd.2011.00203
dblp_00126,Time Series Forecasting via Heterogeneous Sources,"Müller, Y. and Chen, S. and Rossi, R.",KDD,2006,"In this paper, we propose time series forecasting via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1126/kdd.2006.00126
dblp_00329,Scalable Indexing Over Streaming Data,"Cohen, S. and Rossi, R.",KAIS,2017,This work addresses the problem of scalable indexing over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1329/kais.2017.00329
dblp_00031,Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",SIGMOD,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1031/sigmod.2007.00031
dblp_00113,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1113/tkdd.2017.00113
dblp_00470,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1470/wsdm.2014.00470
dblp_00271,Dense Retrieval for Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",SIGMOD,2007,We present a novel approach for dense retrieval for social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1271/sigmod.2007.00271
dblp_00140,A Scalable Framework for Federated Learning,"Dubois, T.",WSDM,2020,We present a novel approach for a scalable framework for federated learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1140/wsdm.2020.00140
dblp_00057,Sentiment Analysis: From Theory to Practice,"Hernandez, J. and Petrov, M.",AIJ,2010,"In this paper, we propose sentiment analysis: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1057/aij.2009.00057
dblp_00192,Matrix Factorisation: From Theory to Practice,"Taylor, D.",ACL,2000,This work addresses the problem of matrix factorisation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1192/acl.2000.00192
dblp_00024,Data Fusion in the Wild,"Johnson, K.",VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1024/vldbj.2000.00024
dblp_00017,Towards Hybrid Sentiment Analysis,"Hernandez, J. and Petrov, M.",CIKM,2017,This work addresses the problem of towards hybrid sentiment analysis. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1017/cikm.2017.00017
dblp_00265,Explainable AI with Context-Aware Constraints,"Nguyen, M. and Thompson, A.",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1265/is.2001.00265
dblp_00066,Data Profiling via Heterogeneous Sources,"Yamamoto, R. and Thomas, P. and Chen, S.",KDD,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1066/kdd.2018.00066
dblp_00208,Learning-Based Active Learning,"Tanaka, C.",DMKD,2016,"In this paper, we propose learning-based active learning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1208/dmkd.2016.00208
dblp_00479,Duplicate Detection Over Open Government Data,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",Knowledge and Information Systems,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1479/kais.2023.00479
dblp_00094,Data Integration: Challenges and Opportunities,"Silva, W. and Nakamura, D. and Wilson, A.",PODS,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1094/pods.2022.00094
dblp_00253,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1253/emnlp.2013.00253
dblp_00266,Robust Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",JMLR,2002,"In this paper, we propose robust data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1266/jmlr.2002.00266
dblp_00023,Efficient LSH Hashing: A Survey,"Wang, R. and Müller, Y. and Garcia, L. and Chen, S.",TKDD,2023,"In this paper, we propose efficient lsh hashing: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1023/tkdd.2023.00023
dblp_00222,Data Augmentation: From Theory to Practice,"Ferreira, E. and White, P. and Yamamoto, R.",ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1222/acl.2006.00222
dblp_00261,Self-Supervised Learning via Financial Transactions,"Jackson, G. and Wilson, A.",TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1261/tkde.2021.00261
dblp_00426,Data Profiling via Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",KDD,2018,This work addresses the problem of data profiling via heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1426/kdd.2018.00426
dblp_00005,A Context-Aware Framework for Collaborative Filtering,"Thompson, A. and Kim, E.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1005/icdm.2005.00005
dblp_00116,Robust Bloom Filters for Spatial Data,"Martinez, J.",JMLR,2020,"In this paper, we propose robust bloom filters for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1116/jmlr.2020.00116
dblp_00045,Collaborative Filtering: A Context-Aware Approach,"Kim, E. and Thompson, A.",AAAI,2021,This work addresses the problem of collaborative filtering: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1045/aaai.2021.00045
dblp_00016,Named Entity Recognition for Spatial Data,"Deng, C.",IJCAI,2016,"In this paper, we propose named entity recognition for spatial data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1016/ijcai.2016.00016
dblp_00462,Data Augmentation: From Theory to Practice,"Ferreira, E. and White, P. and Yamamoto, R.",ACL,2006,We introduce a new method for data augmentation: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1462/acl.2006.00462
dblp_00357,Column Stores: From Theory to Practice,"O'Brien, O. and Petrov, M.",AIJ,2021,We study the problem of column stores: from theory to practice. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1357/aij.2021.00357
dblp_00003,Efficient Relation Extraction at Scale,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EDBT,2003,This work addresses the problem of efficient relation extraction at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1003/edbt.2003.00003
dblp_00218,Joint Approximate Nearest Neighbour: A Survey,"Rossi, R. and Martinez, J. and Silva, W.",NeurIPS,2002,We introduce a new method for joint approximate nearest neighbour: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1218/neurips.2002.00218
dblp_00405,Collaborative Filtering: A Context-Aware Approach,"Kim, E. and Thompson, A.",AAAI,2021,This work addresses the problem of collaborative filtering: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1405/aaai.2021.00405
dblp_00060,Federated Learning: A Scalable Approach,"Dubois, T.",VLDB,2012,"In this paper, we propose federated learning: a scalable approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1060/vldb.2012.00060
dblp_00110,A Generative Framework for Text Classification,"Brown, M. and Dubois, T. and Thompson, A.",WSDM,2014,This work addresses the problem of a generative framework for text classification. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1110/wsdm.2014.00110
dblp_00318,Joint Causal Inference at Scale,"Thomas, P. and Martinez, J. and Petrov, M.",SIGIR,2006,We present a novel approach for joint causal inference at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1318/sigir.2006.00318
dblp_00428,Multi-Source Record Linkage: A Survey,"Nakamura, D.",NeurIPS,2020,We study the problem of multi-source record linkage: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1428/neurips.2020.00428
dblp_00029,Information Extraction Over Streaming Data,"Garcia, L. and Rossi, R.",KAIS,2005,We study the problem of information extraction over streaming data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1029/kais.2005.00029
dblp_00437,Towards Hybrid Column Stores,"O'Brien, O. and Petrov, M.",CIKM,2005,"In this paper, we propose towards hybrid column stores. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1437/cikm.2005.00437
dblp_00471,Dense Retrieval via Social Networks,"Kovacs, A. and Ferreira, E. and Zhang, N. and White, P.",TKDE,2015,We present a novel approach for dense retrieval via social networks. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1471/tkde.2015.00471
dblp_00026,Robust Data Profiling for Heterogeneous Sources,"Yamamoto, R. and Chen, S. and Thomas, P.",JMLR,2002,"In this paper, we propose robust data profiling for heterogeneous sources. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1026/jmlr.2002.00026
dblp_00007,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1007/sdm.2007.00007
dblp_00453,Discriminative Data Wrangling at Scale,"Zhang, N. and Yamamoto, R.",EDBT,2021,We introduce a new method for discriminative data wrangling at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1453/edbt.2021.00453
dblp_00108,Multi-Source Record Linkage at Scale,"Nakamura, D.",SIGIR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1108/sigir.2012.00108
dblp_00037,Improving Column Stores with Hybrid Models,"O'Brien, O. and Petrov, M.",SDM,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1037/sdm.2013.00037
dblp_00157,Improving Column Stores with Hybrid Models,"O'Brien, O. and Petrov, M.",SDM,2013,We study the problem of improving column stores with hybrid models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1157/sdm.2013.00157
dblp_00489,Scalable Indexing in the Wild,"Cohen, S. and Rossi, R.",ICML,2008,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1489/icml.2009.00489
dblp_00118,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1118/dmkd.2022.00118
dblp_00114,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2017,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1114/vldbj.2018.00114
dblp_00175,Knowledge Graph Embedding with Adaptive Constraints,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",IS,2007,"In this paper, we propose knowledge graph embedding with adaptive constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1175/is.2007.00175
dblp_00373,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2014,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1373/emnlp.2013.00373
dblp_00181,Self-Supervised Learning for Financial Transactions,"Jackson, G. and Wilson, A.",SIGMOD,2013,We present a novel approach for self-supervised learning for financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1181/sigmod.2013.00181
dblp_00144,Data Fusion in the Wild,"Johnson, K.",VLDBJ,2000,This work addresses the problem of data fusion in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1144/vldbj.2000.00144
dblp_00369,Scalable Indexing in the Wild,"Cohen, S. and Rossi, R.",ICML,2009,"In this paper, we propose scalable indexing in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1369/icml.2009.00369
dblp_00390,Text Classification: A Generative Approach,"Brown, M. and Dubois, T. and Thompson, A.",VLDB,2006,We present a novel approach for text classification: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1390/vldb.2006.00390
dblp_00195,Weak Supervision: A Adaptive Approach,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",AAAI,2003,We study the problem of weak supervision: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1195/aaai.2003.00195
dblp_00404,Topic Modelling Over Web Data,"White, P.",NAACL,2020,This work addresses the problem of topic modelling over web data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1404/naacl.2020.00404
dblp_00275,A Adaptive Framework for eWak Supervision,"Kumar, P. and Brown, M. and Nguyen, M. and Dubois, T.",ICDM,2011,"In this paper, we propose a adaptive framework for weak supervision. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1275/icdm.2011.00275
dblp_00454,Data Integration: Challenges and Opportunities,"Silva, W. and Nakamura, D. and Wilson, A.",PODS,2022,This work addresses the problem of data integration: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1454/pods.2022.00454
dblp_00141,Self-Supervised Learning via Financial Transactions,"Wilson, A. and Jackson, G.",TKDE,2021,We present a novel approach for self-supervised learning via financial transactions. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1141/tkde.2021.00141
dblp_00365,A Context-Aware Framework for Collaborative Filtering,"Kim, E. and Thompson, A.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1365/icdm.2005.00365
dblp_00067,Improving Entity Resolution with Semi-Supervised Models,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",SDM,2019,We present a novel approach for improving entity resolution with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1067/sdm.2019.00067
dblp_00210,Stream Processing: A Generative Approach,"Thompson, A. and Dubois, T. and Brown, M.",VLDB,2018,We present a novel approach for stream processing: a generative approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1210/vldb.2018.00210
dblp_00168,Multi-Source Active Learning at Scale,"Tanaka, C.",SIGIR,2000,"In this paper, we propose multi-source active learning at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1168/sigir.2000.00168
dblp_00493,Learning-Based Data Wrangling,"Zhang, N. and Yamamoto, R.",EMNLP,2013,This work addresses the problem of learning-based data wrangling. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1493/emnlp.2013.00493
dblp_00375,Knowledge Graph Embedding: A Adaptive Approach,"Anderson, E. and Brown, M. and Kim, E. and Dubois, T.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1375/aaai.2015.00375
dblp_00400,Query Processing with Scalable Constraints,"Smith, J.",ICLR,2016,We study the problem of query processing with scalable constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1400/iclr.2016.00400
dblp_00272,Twoards Probabilistic Matrix Factorisation,"Taylor, D.",ICDE,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1272/icde.2008.00272
dblp_00109,Information Extraction: Challenges and Opportunities,"Garcia, L. and Rossi, R.",WWW,2012,We introduce a new method for information extraction: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1109/www.2013.00109
dblp_00248,Multi-Source Active Learning: A Survey,"Tanaka, C.",NeurIPS,2008,We present a novel approach for multi-source active learning: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1248/neurips.2008.00248
dblp_00145,Explainable AI with Context-Aware Constraints,"Nguyen, M. and Thompson, A.",IS,2001,We study the problem of explainable ai with context-aware constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1145/is.2001.00145
dblp_00092,Towards Probabilistic Data Cleaning,"Chen, S.",ICDE,2020,We study the problem of towards probabilistic data cleaning. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1092/icde.2020.00092
dblp_00152,Towards Probabilistic Matrix Factorisation,"Taylor, D.",ICDE,2008,We introduce a new method for towards probabilistic matrix factorisation. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1152/icde.2008.00152
dblp_00367,Improving Transfer Learning with Semi-Supervised Models,"Li, L. and Silva, W. and Jackson, G. and Nakamura, D.",SDM,2007,We present a novel approach for improving transfer learning with semi-supervised models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1367/sdm.2007.00367
dblp_00467,Towards Semi-Supervised Entity Resolution,"Harris, M. and Silva, W. and Lee, A. and Nakamura, D.",CIKM,2011,We study the problem of towards semi-supervised entity resolution. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1467/cikm.2011.00467
dblp_00083,Efficient Relation Extraction: A Survey,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",TKDD,2011,We study the problem of efficient relation extraction: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1083/tkdd.2011.00083
dblp_00245,A Context-Aware Framework for Collaborative Filtering,"Kim, E. and Thompson, A.",ICDM,2005,"In this paper, we propose a context-aware framework for collaborative filtering. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1245/icdm.2005.00245
dblp_00165,Collaborative Filtering: A Context-Aware Approach,"Kim, E. and Thompson, A.",AAAI,2021,This work addresses the problem of collaborative filtering: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1165/aaai.2021.00165
dblp_00163,Learning-Based Relation Extraction,"Fischer, S. and Müller, Y. and Cohen, S. and Chen, S.",EMNLP,2019,This work addresses the problem of learning-based relation extraction. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1163/emnlp.2019.00163
dblp_00199,Duplicate Detection: Challenges and Opportunities,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",WWW,2007,We study the problem of duplicate detection: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1199/www.2007.00199
dblp_00228,Multi-Source Record Linkage at Scale,"Nakamura, D.",SIGIR,2012,This work addresses the problem of multi-source record linkage at scale. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1228/sigir.2012.00228
dblp_00074,Contrastive Learning Over IoT Sensor Data,"Petrov, M. and Nakamura, D. and Ferreira, E.",NAACL,2002,We study the problem of contrastive learning over iot sensor data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1074/naacl.2002.00074
dblp_00478,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1478/dmkd.2022.00478
dblp_00358,Learning-Based Causal Inference,"Thomas, P. and Martinez, J. and Petrov, M.",DMKD,2022,"In this paper, we propose learning-based causal inference. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1358/dmkd.2022.00358
dblp_00250,Stream Processing with Generative Constraints,"Thompson, A. and Dubois, T. and Brown, M.",ICLR,2010,We present a novel approach for stream processing with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1250/iclr.2010.00250
dblp_00119,Duplicate Detection Over Open Government Data,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",KAIS,2023,We introduce a new method for duplicate detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1119/kais.2023.00119
dblp_00310,Text Classification with Generative Constraints,"Brown, M. and Dubois, T. and Thompson, A.",ICLR,2022,We present a novel approach for text classification with generative constraints. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1310/iclr.2022.00310
dblp_00299,Anomaly Detection Over Open Government Data,"Patel, F. and Thomas, P. and Hernandez, J. and Martinez, J.",KAIS,2011,We present a novel approach for anomaly detection over open government data. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1299/kais.2011.00299
dblp_00255,Knowledge Graph Embedding: A Adaptive Approach,"Dubois, T. and Kim, E. and Brown, M. and Anderson, E.",AAAI,2015,"In this paper, we propose knowledge graph embedding: a adaptive approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.",10.1255/aaai.2015.00255
dblp_00354,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1354/vldbj.2018.00354
dblp_00399,Duplicate eDtection in the Wild,"Sharma, A. and Thomas, P. and O'Brien, O. and Martinez, J.",ICML,2015,We present a novel approach for duplicate detection in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1399/icml.2015.00399
dblp_00225,Explainable AI: A Context-Aware Approach,"Nguyen, M. and Thompson, A.",AAAI,2009,We present a novel approach for explainable ai: a context-aware approach. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1225/aaai.2009.00225
dblp_00353,Discriminative Differential Privacy: A Survey,"Johansson, N. and Yamamoto, R.",TKDD,2017,We introduce a new method for discriminative differential privacy: a survey. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1353/tkdd.2017.00353
dblp_00234,Contrastive Learning in the Wild,"Petrov, M. and Nakamura, D. and Ferreira, E.",VLDBJ,2018,This work addresses the problem of contrastive learning in the wild. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1234/vldbj.2018.00234
dblp_00382,Improving Data Augmentation with Parallel Models,"Ferreira, E. and White, P. and Yamamoto, R.",TODS,2022,We introduce a new method for improving data augmentation with parallel models. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1382/tods.2022.00382
dblp_00274,Contrastive Learning: Challenges and Opportunities,"Petrov, M. and Nakamura, D. and Ferreira, E.",PODS,2010,This work addresses the problem of contrastive learning: challenges and opportunities. Extensive experiments on real-world benchmarks demonstrate the effectiveness of the proposed approach.,10.1274/pods.2010.00274
