left_source,left_id,right_source,right_id,entity_id,label
dblp,dblp_00321,acm,acm_00321,321,1
dblp,dblp_00321,scholar,scholar_00321,321,1
acm,acm_00321,scholar,scholar_00321,321,1
dblp,dblp_00322,acm,acm_00322,322,1
dblp,dblp_00322,scholar,scholar_00322,322,1
acm,acm_00322,scholar,scholar_00322,322,1
dblp,dblp_00323,acm,acm_00323,323,1
dblp,dblp_00323,scholar,scholar_00323,323,1
acm,acm_00323,scholar,scholar_00323,323,1
dblp,dblp_00324,scholar,scholar_00324,324,1
dblp,dblp_00325,acm,acm_00325,325,1
dblp,dblp_00325,scholar,scholar_00325,325,1
acm,acm_00325,scholar,scholar_00325,325,1
dblp,dblp_00326,scholar,scholar_00326,326,1
dblp,dblp_00327,acm,acm_00327,327,1
dblp,dblp_00328,acm,acm_00328,328,1
dblp,dblp_00329,acm,acm_00329,329,1
dblp,dblp_00329,scholar,scholar_00329,329,1
acm,acm_00329,scholar,scholar_00329,329,1
dblp,dblp_00332,acm,acm_00332,332,1
dblp,dblp_00333,acm,acm_00333,333,1
dblp,dblp_00333,scholar,scholar_00333,333,1
acm,acm_00333,scholar,scholar_00333,333,1
dblp,dblp_00334,acm,acm_00334,334,1
dblp,dblp_00335,acm,acm_00335,335,1
dblp,dblp_00335,scholar,scholar_00335,335,1
acm,acm_00335,scholar,scholar_00335,335,1
dblp,dblp_00336,acm,acm_00336,336,1
dblp,dblp_00336,scholar,scholar_00336,336,1
acm,acm_00336,scholar,scholar_00336,336,1
dblp,dblp_00337,acm,acm_00337,337,1
dblp,dblp_00337,scholar,scholar_00337,337,1
acm,acm_00337,scholar,scholar_00337,337,1
dblp,dblp_00338,acm,acm_00338,338,1
dblp,dblp_00338,scholar,scholar_00338,338,1
acm,acm_00338,scholar,scholar_00338,338,1
dblp,dblp_00339,acm,acm_00339,339,1
dblp,dblp_00340,acm,acm_00340,340,1
dblp,dblp_00340,scholar,scholar_00340,340,1
acm,acm_00340,scholar,scholar_00340,340,1
dblp,dblp_00341,scholar,scholar_00341,341,1
dblp,dblp_00342,acm,acm_00342,342,1
dblp,dblp_00342,scholar,scholar_00342,342,1
acm,acm_00342,scholar,scholar_00342,342,1
acm,acm_00344,scholar,scholar_00344,344,1
dblp,dblp_00345,acm,acm_00345,345,1
dblp,dblp_00345,scholar,scholar_00345,345,1
acm,acm_00345,scholar,scholar_00345,345,1
dblp,dblp_00346,acm,acm_00346,346,1
acm,acm_00348,scholar,scholar_00348,348,1
dblp,dblp_00349,acm,acm_00349,349,1
dblp,dblp_00350,acm,acm_00350,350,1
dblp,dblp_00350,scholar,scholar_00350,350,1
acm,acm_00350,scholar,scholar_00350,350,1
dblp,dblp_00351,acm,acm_00351,351,1
dblp,dblp_00351,scholar,scholar_00351,351,1
acm,acm_00351,scholar,scholar_00351,351,1
dblp,dblp_00352,acm,acm_00352,352,1
dblp,dblp_00353,acm,acm_00353,353,1
dblp,dblp_00354,acm,acm_00354,354,1
dblp,dblp_00355,acm,acm_00355,355,1
dblp,dblp_00355,scholar,scholar_00355,355,1
acm,acm_00355,scholar,scholar_00355,355,1
dblp,dblp_00356,acm,acm_00356,356,1
dblp,dblp_00356,scholar,scholar_00356,356,1
acm,acm_00356,scholar,scholar_00356,356,1
dblp,dblp_00357,acm,acm_00357,357,1
dblp,dblp_00357,scholar,scholar_00357,357,1
acm,acm_00357,scholar,scholar_00357,357,1
dblp,dblp_00358,acm,acm_00358,358,1
dblp,dblp_00358,scholar,scholar_00358,358,1
acm,acm_00358,scholar,scholar_00358,358,1
dblp,dblp_00360,acm,acm_00360,360,1
dblp,dblp_00360,scholar,scholar_00360,360,1
acm,acm_00360,scholar,scholar_00360,360,1
dblp,dblp_00361,acm,acm_00361,361,1
dblp,dblp_00361,scholar,scholar_00361,361,1
acm,acm_00361,scholar,scholar_00361,361,1
dblp,dblp_00362,acm,acm_00362,362,1
dblp,dblp_00362,scholar,scholar_00362,362,1
acm,acm_00362,scholar,scholar_00362,362,1
acm,acm_00363,scholar,scholar_00363,363,1
dblp,dblp_00364,scholar,scholar_00364,364,1
dblp,dblp_00365,acm,acm_00365,365,1
dblp,dblp_00365,scholar,scholar_00365,365,1
acm,acm_00365,scholar,scholar_00365,365,1
dblp,dblp_00366,scholar,scholar_00366,366,1
dblp,dblp_00367,scholar,scholar_00367,367,1
dblp,dblp_00369,acm,acm_00369,369,1
dblp,dblp_00370,acm,acm_00370,370,1
dblp,dblp_00370,scholar,scholar_00370,370,1
acm,acm_00370,scholar,scholar_00370,370,1
dblp,dblp_00371,acm,acm_00371,371,1
dblp,dblp_00371,scholar,scholar_00371,371,1
acm,acm_00371,scholar,scholar_00371,371,1
acm,acm_00372,scholar,scholar_00372,372,1
dblp,dblp_00374,acm,acm_00374,374,1
dblp,dblp_00375,acm,acm_00375,375,1
dblp,dblp_00375,scholar,scholar_00375,375,1
acm,acm_00375,scholar,scholar_00375,375,1
dblp,dblp_00376,scholar,scholar_00376,376,1
dblp,dblp_00377,acm,acm_00377,377,1
dblp,dblp_00377,scholar,scholar_00377,377,1
acm,acm_00377,scholar,scholar_00377,377,1
dblp,dblp_00378,acm,acm_00378,378,1
dblp,dblp_00380,acm,acm_00380,380,1
dblp,dblp_00380,scholar,scholar_00380,380,1
acm,acm_00380,scholar,scholar_00380,380,1
dblp,dblp_00381,scholar,scholar_00381,381,1
dblp,dblp_00382,scholar,scholar_00382,382,1
dblp,dblp_00383,scholar,scholar_00383,383,1
dblp,dblp_00384,acm,acm_00384,384,1
acm,acm_00385,scholar,scholar_00385,385,1
dblp,dblp_00386,acm,acm_00386,386,1
dblp,dblp_00388,acm,acm_00388,388,1
dblp,dblp_00388,scholar,scholar_00388,388,1
acm,acm_00388,scholar,scholar_00388,388,1
dblp,dblp_00389,acm,acm_00389,389,1
dblp,dblp_00389,scholar,scholar_00389,389,1
acm,acm_00389,scholar,scholar_00389,389,1
dblp,dblp_00390,acm,acm_00390,390,1
dblp,dblp_00390,scholar,scholar_00390,390,1
acm,acm_00390,scholar,scholar_00390,390,1
dblp,dblp_00391,acm,acm_00391,391,1
dblp,dblp_00391,scholar,scholar_00391,391,1
acm,acm_00391,scholar,scholar_00391,391,1
dblp,dblp_00392,acm,acm_00392,392,1
dblp,dblp_00392,scholar,scholar_00392,392,1
acm,acm_00392,scholar,scholar_00392,392,1
dblp,dblp_00393,acm,acm_00393,393,1
dblp,dblp_00393,scholar,scholar_00393,393,1
acm,acm_00393,scholar,scholar_00393,393,1
dblp,dblp_00394,acm,acm_00394,394,1
dblp,dblp_00394,scholar,scholar_00394,394,1
acm,acm_00394,scholar,scholar_00394,394,1
dblp,dblp_00395,acm,acm_00395,395,1
dblp,dblp_00395,scholar,scholar_00395,395,1
acm,acm_00395,scholar,scholar_00395,395,1
dblp,dblp_00396,acm,acm_00396,396,1
dblp,dblp_00396,scholar,scholar_00396,396,1
acm,acm_00396,scholar,scholar_00396,396,1
dblp,dblp_00397,acm,acm_00397,397,1
dblp,dblp_00397,scholar,scholar_00397,397,1
acm,acm_00397,scholar,scholar_00397,397,1
dblp,dblp_00398,acm,acm_00398,398,1
dblp,dblp_00398,scholar,scholar_00398,398,1
acm,acm_00398,scholar,scholar_00398,398,1
dblp,dblp_00399,acm,acm_00399,399,1
dblp,dblp_00400,acm,acm_00400,400,1
dblp,dblp_00400,scholar,scholar_00400,400,1
acm,acm_00400,scholar,scholar_00400,400,1
dblp,dblp_00401,acm,acm_00401,401,1
dblp,dblp_00402,acm,acm_00402,402,1
dblp,dblp_00403,acm,acm_00403,403,1
dblp,dblp_00404,acm,acm_00404,404,1
dblp,dblp_00405,acm,acm_00405,405,1
dblp,dblp_00406,acm,acm_00406,406,1
dblp,dblp_00407,acm,acm_00407,407,1
dblp,dblp_00407,scholar,scholar_00407,407,1
acm,acm_00407,scholar,scholar_00407,407,1
dblp,dblp_00408,acm,acm_00408,408,1
dblp,dblp_00408,scholar,scholar_00408,408,1
acm,acm_00408,scholar,scholar_00408,408,1
dblp,dblp_00409,scholar,scholar_00409,409,1
dblp,dblp_00410,scholar,scholar_00410,410,1
dblp,dblp_00411,acm,acm_00411,411,1
dblp,dblp_00411,scholar,scholar_00411,411,1
acm,acm_00411,scholar,scholar_00411,411,1
dblp,dblp_00412,scholar,scholar_00412,412,1
dblp,dblp_00414,scholar,scholar_00414,414,1
dblp,dblp_00415,acm,acm_00415,415,1
dblp,dblp_00415,scholar,scholar_00415,415,1
acm,acm_00415,scholar,scholar_00415,415,1
dblp,dblp_00417,acm,acm_00417,417,1
dblp,dblp_00417,scholar,scholar_00417,417,1
acm,acm_00417,scholar,scholar_00417,417,1
dblp,dblp_00419,acm,acm_00419,419,1
dblp,dblp_00420,acm,acm_00420,420,1
dblp,dblp_00421,acm,acm_00421,421,1
dblp,dblp_00421,scholar,scholar_00421,421,1
acm,acm_00421,scholar,scholar_00421,421,1
dblp,dblp_00422,acm,acm_00422,422,1
dblp,dblp_00422,scholar,scholar_00422,422,1
acm,acm_00422,scholar,scholar_00422,422,1
dblp,dblp_00423,acm,acm_00423,423,1
dblp,dblp_00424,scholar,scholar_00424,424,1
dblp,dblp_00425,acm,acm_00425,425,1
dblp,dblp_00425,scholar,scholar_00425,425,1
acm,acm_00425,scholar,scholar_00425,425,1
dblp,dblp_00426,acm,acm_00426,426,1
dblp,dblp_00427,acm,acm_00427,427,1
dblp,dblp_00428,acm,acm_00428,428,1
dblp,dblp_00429,acm,acm_00429,429,1
dblp,dblp_00431,acm,acm_00431,431,1
dblp,dblp_00432,acm,acm_00432,432,1
dblp,dblp_00433,acm,acm_00433,433,1
dblp,dblp_00433,scholar,scholar_00433,433,1
acm,acm_00433,scholar,scholar_00433,433,1
dblp,dblp_00434,scholar,scholar_00434,434,1
dblp,dblp_00437,acm,acm_00437,437,1
dblp,dblp_00437,scholar,scholar_00437,437,1
acm,acm_00437,scholar,scholar_00437,437,1
dblp,dblp_00439,acm,acm_00439,439,1
dblp,dblp_00439,scholar,scholar_00439,439,1
acm,acm_00439,scholar,scholar_00439,439,1
dblp,dblp_00440,acm,acm_00440,440,1
dblp,dblp_00440,scholar,scholar_00440,440,1
acm,acm_00440,scholar,scholar_00440,440,1
dblp,dblp_00441,acm,acm_00441,441,1
acm,acm_00443,scholar,scholar_00443,443,1
dblp,dblp_00444,acm,acm_00444,444,1
dblp,dblp_00444,scholar,scholar_00444,444,1
acm,acm_00444,scholar,scholar_00444,444,1
dblp,dblp_00446,acm,acm_00446,446,1
dblp,dblp_00446,scholar,scholar_00446,446,1
acm,acm_00446,scholar,scholar_00446,446,1
dblp,dblp_00447,acm,acm_00447,447,1
dblp,dblp_00447,scholar,scholar_00447,447,1
acm,acm_00447,scholar,scholar_00447,447,1
dblp,dblp_00448,acm,acm_00448,448,1
dblp,dblp_00448,scholar,scholar_00448,448,1
acm,acm_00448,scholar,scholar_00448,448,1
dblp,dblp_00449,scholar,scholar_00449,449,1
dblp,dblp_00450,scholar,scholar_00450,450,1
dblp,dblp_00451,scholar,scholar_00451,451,1
dblp,dblp_00452,scholar,scholar_00452,452,1
dblp,dblp_00453,acm,acm_00453,453,1
dblp,dblp_00453,scholar,scholar_00453,453,1
acm,acm_00453,scholar,scholar_00453,453,1
dblp,dblp_00454,acm,acm_00454,454,1
dblp,dblp_00454,scholar,scholar_00454,454,1
acm,acm_00454,scholar,scholar_00454,454,1
dblp,dblp_00455,acm,acm_00455,455,1
acm,acm_00456,scholar,scholar_00456,456,1
dblp,dblp_00457,scholar,scholar_00457,457,1
dblp,dblp_00460,acm,acm_00460,460,1
dblp,dblp_00460,scholar,scholar_00460,460,1
acm,acm_00460,scholar,scholar_00460,460,1
dblp,dblp_00461,acm,acm_00461,461,1
dblp,dblp_00462,acm,acm_00462,462,1
dblp,dblp_00462,scholar,scholar_00462,462,1
acm,acm_00462,scholar,scholar_00462,462,1
dblp,dblp_00463,acm,acm_00463,463,1
dblp,dblp_00464,acm,acm_00464,464,1
dblp,dblp_00465,acm,acm_00465,465,1
dblp,dblp_00465,scholar,scholar_00465,465,1
acm,acm_00465,scholar,scholar_00465,465,1
acm,acm_00466,scholar,scholar_00466,466,1
dblp,dblp_00467,acm,acm_00467,467,1
dblp,dblp_00468,acm,acm_00468,468,1
dblp,dblp_00468,scholar,scholar_00468,468,1
acm,acm_00468,scholar,scholar_00468,468,1
dblp,dblp_00469,scholar,scholar_00469,469,1
dblp,dblp_00470,acm,acm_00470,470,1
dblp,dblp_00470,scholar,scholar_00470,470,1
acm,acm_00470,scholar,scholar_00470,470,1
dblp,dblp_00471,scholar,scholar_00471,471,1
dblp,dblp_00472,acm,acm_00472,472,1
dblp,dblp_00473,acm,acm_00473,473,1
dblp,dblp_00474,acm,acm_00474,474,1
dblp,dblp_00474,scholar,scholar_00474,474,1
acm,acm_00474,scholar,scholar_00474,474,1
dblp,dblp_00475,acm,acm_00475,475,1
dblp,dblp_00475,scholar,scholar_00475,475,1
acm,acm_00475,scholar,scholar_00475,475,1
dblp,dblp_00476,acm,acm_00476,476,1
dblp,dblp_00476,scholar,scholar_00476,476,1
acm,acm_00476,scholar,scholar_00476,476,1
dblp,dblp_00477,acm,acm_00477,477,1
dblp,dblp_00477,scholar,scholar_00477,477,1
acm,acm_00477,scholar,scholar_00477,477,1
dblp,dblp_00478,acm,acm_00478,478,1
dblp,dblp_00479,acm,acm_00479,479,1
dblp,dblp_00479,scholar,scholar_00479,479,1
acm,acm_00479,scholar,scholar_00479,479,1
dblp,dblp_00480,scholar,scholar_00480,480,1
dblp,dblp_00482,acm,acm_00482,482,1
dblp,dblp_00482,scholar,scholar_00482,482,1
acm,acm_00482,scholar,scholar_00482,482,1
dblp,dblp_00483,acm,acm_00483,483,1
dblp,dblp_00484,acm,acm_00484,484,1
dblp,dblp_00484,scholar,scholar_00484,484,1
acm,acm_00484,scholar,scholar_00484,484,1
dblp,dblp_00485,scholar,scholar_00485,485,1
dblp,dblp_00486,scholar,scholar_00486,486,1
dblp,dblp_00487,acm,acm_00487,487,1
dblp,dblp_00488,acm,acm_00488,488,1
dblp,dblp_00488,scholar,scholar_00488,488,1
acm,acm_00488,scholar,scholar_00488,488,1
dblp,dblp_00489,acm,acm_00489,489,1
dblp,dblp_00490,acm,acm_00490,490,1
dblp,dblp_00490,scholar,scholar_00490,490,1
acm,acm_00490,scholar,scholar_00490,490,1
dblp,dblp_00491,acm,acm_00491,491,1
dblp,dblp_00491,scholar,scholar_00491,491,1
acm,acm_00491,scholar,scholar_00491,491,1
dblp,dblp_00492,scholar,scholar_00492,492,1
dblp,dblp_00493,acm,acm_00493,493,1
dblp,dblp_00494,acm,acm_00494,494,1
dblp,dblp_00495,acm,acm_00495,495,1
dblp,dblp_00495,scholar,scholar_00495,495,1
acm,acm_00495,scholar,scholar_00495,495,1
acm,acm_00496,scholar,scholar_00496,496,1
dblp,dblp_00497,scholar,scholar_00497,497,1
acm,acm_00499,scholar,scholar_00499,499,1
scholar,scholar_00007,dblp,dblp_00186,-1,0
scholar,scholar_00294,acm,acm_00241,-1,0
dblp,dblp_00405,acm,acm_00493,-1,0
scholar,scholar_00077,dblp,dblp_00264,-1,0
dblp,dblp_00402,scholar,scholar_00434,-1,0
scholar,scholar_00254,acm,acm_00339,-1,0
dblp,dblp_00390,scholar,scholar_00124,-1,0
scholar,scholar_00054,dblp,dblp_00139,-1,0
dblp,dblp_00331,acm,acm_00165,-1,0
acm,acm_00148,dblp,dblp_00328,-1,0
scholar,scholar_00077,acm,acm_00372,-1,0
dblp,dblp_00260,scholar,scholar_00316,-1,0
dblp,dblp_00238,acm,acm_00078,-1,0
acm,acm_00425,scholar,scholar_00139,-1,0
dblp,dblp_00436,acm,acm_00254,-1,0
dblp,dblp_00016,scholar,scholar_00174,-1,0
dblp,dblp_00183,acm,acm_00165,-1,0
dblp,dblp_00085,acm,acm_00359,-1,0
scholar,scholar_00165,acm,acm_00397,-1,0
dblp,dblp_00053,scholar,scholar_00269,-1,0
acm,acm_00110,scholar,scholar_00212,-1,0
scholar,scholar_00264,acm,acm_00325,-1,0
scholar,scholar_00091,acm,acm_00315,-1,0
dblp,dblp_00287,scholar,scholar_00153,-1,0
acm,acm_00294,scholar,scholar_00231,-1,0
scholar,scholar_00264,dblp,dblp_00064,-1,0
acm,acm_00164,scholar,scholar_00265,-1,0
dblp,dblp_00052,acm,acm_00392,-1,0
acm,acm_00441,scholar,scholar_00304,-1,0
dblp,dblp_00411,acm,acm_00314,-1,0
acm,acm_00378,dblp,dblp_00047,-1,0
scholar,scholar_00182,dblp,dblp_00367,-1,0
dblp,dblp_00464,scholar,scholar_00289,-1,0
acm,acm_00168,scholar,scholar_00336,-1,0
acm,acm_00033,scholar,scholar_00224,-1,0
dblp,dblp_00444,acm,acm_00275,-1,0
scholar,scholar_00268,acm,acm_00311,-1,0
dblp,dblp_00487,acm,acm_00374,-1,0
acm,acm_00439,scholar,scholar_00056,-1,0
dblp,dblp_00109,acm,acm_00488,-1,0
scholar,scholar_00246,dblp,dblp_00144,-1,0
dblp,dblp_00379,scholar,scholar_00317,-1,0
dblp,dblp_00041,acm,acm_00125,-1,0
dblp,dblp_00104,scholar,scholar_00480,-1,0
acm,acm_00284,dblp,dblp_00402,-1,0
acm,acm_00348,dblp,dblp_00249,-1,0
scholar,scholar_00134,dblp,dblp_00165,-1,0
acm,acm_00103,scholar,scholar_00282,-1,0
scholar,scholar_00488,acm,acm_00079,-1,0
dblp,dblp_00316,scholar,scholar_00268,-1,0
dblp,dblp_00032,scholar,scholar_00308,-1,0
acm,acm_00335,dblp,dblp_00198,-1,0
dblp,dblp_00190,acm,acm_00054,-1,0
scholar,scholar_00176,acm,acm_00312,-1,0
acm,acm_00188,dblp,dblp_00197,-1,0
scholar,scholar_00206,acm,acm_00447,-1,0
scholar,scholar_00266,dblp,dblp_00080,-1,0
dblp,dblp_00446,scholar,scholar_00417,-1,0
dblp,dblp_00049,scholar,scholar_00017,-1,0
dblp,dblp_00495,acm,acm_00055,-1,0
acm,acm_00488,scholar,scholar_00043,-1,0
scholar,scholar_00208,acm,acm_00260,-1,0
scholar,scholar_00207,dblp,dblp_00238,-1,0
dblp,dblp_00366,scholar,scholar_00290,-1,0
scholar,scholar_00300,acm,acm_00129,-1,0
acm,acm_00071,scholar,scholar_00351,-1,0
scholar,scholar_00265,acm,acm_00338,-1,0
scholar,scholar_00261,acm,acm_00301,-1,0
scholar,scholar_00314,dblp,dblp_00396,-1,0
acm,acm_00464,scholar,scholar_00156,-1,0
dblp,dblp_00487,scholar,scholar_00160,-1,0
dblp,dblp_00342,acm,acm_00056,-1,0
dblp,dblp_00147,acm,acm_00398,-1,0
acm,acm_00357,dblp,dblp_00376,-1,0
scholar,scholar_00056,acm,acm_00156,-1,0
scholar,scholar_00183,acm,acm_00392,-1,0
acm,acm_00060,dblp,dblp_00295,-1,0
scholar,scholar_00055,dblp,dblp_00312,-1,0
dblp,dblp_00185,acm,acm_00369,-1,0
dblp,dblp_00342,scholar,scholar_00206,-1,0
scholar,scholar_00168,dblp,dblp_00461,-1,0
acm,acm_00391,dblp,dblp_00265,-1,0
acm,acm_00334,scholar,scholar_00367,-1,0
dblp,dblp_00127,scholar,scholar_00236,-1,0
scholar,scholar_00201,dblp,dblp_00249,-1,0
dblp,dblp_00476,scholar,scholar_00005,-1,0
acm,acm_00408,dblp,dblp_00317,-1,0
dblp,dblp_00129,scholar,scholar_00355,-1,0
acm,acm_00282,dblp,dblp_00205,-1,0
dblp,dblp_00042,acm,acm_00271,-1,0
scholar,scholar_00475,acm,acm_00037,-1,0
scholar,scholar_00253,acm,acm_00313,-1,0
dblp,dblp_00280,scholar,scholar_00030,-1,0
dblp,dblp_00103,acm,acm_00435,-1,0
scholar,scholar_00486,acm,acm_00455,-1,0
scholar,scholar_00088,acm,acm_00401,-1,0
scholar,scholar_00085,dblp,dblp_00208,-1,0
dblp,dblp_00013,scholar,scholar_00238,-1,0
dblp,dblp_00109,acm,acm_00094,-1,0
acm,acm_00435,dblp,dblp_00277,-1,0
acm,acm_00274,scholar,scholar_00244,-1,0
scholar,scholar_00304,acm,acm_00260,-1,0
acm,acm_00074,dblp,dblp_00105,-1,0
scholar,scholar_00176,dblp,dblp_00296,-1,0
dblp,dblp_00196,scholar,scholar_00077,-1,0
dblp,dblp_00123,acm,acm_00081,-1,0
acm,acm_00389,scholar,scholar_00377,-1,0
acm,acm_00235,scholar,scholar_00326,-1,0
scholar,scholar_00011,acm,acm_00196,-1,0
scholar,scholar_00398,acm,acm_00359,-1,0
acm,acm_00380,dblp,dblp_00008,-1,0
scholar,scholar_00408,acm,acm_00401,-1,0
dblp,dblp_00033,scholar,scholar_00308,-1,0
dblp,dblp_00140,scholar,scholar_00294,-1,0
acm,acm_00401,scholar,scholar_00396,-1,0
acm,acm_00332,dblp,dblp_00358,-1,0
scholar,scholar_00424,acm,acm_00075,-1,0
scholar,scholar_00037,dblp,dblp_00260,-1,0
scholar,scholar_00445,acm,acm_00411,-1,0
dblp,dblp_00470,acm,acm_00019,-1,0
acm,acm_00321,dblp,dblp_00144,-1,0
dblp,dblp_00397,scholar,scholar_00223,-1,0
dblp,dblp_00137,scholar,scholar_00024,-1,0
dblp,dblp_00042,acm,acm_00435,-1,0
acm,acm_00094,dblp,dblp_00342,-1,0
dblp,dblp_00299,acm,acm_00295,-1,0
acm,acm_00068,scholar,scholar_00208,-1,0
scholar,scholar_00155,acm,acm_00468,-1,0
scholar,scholar_00251,acm,acm_00207,-1,0
dblp,dblp_00105,scholar,scholar_00263,-1,0
dblp,dblp_00407,acm,acm_00179,-1,0
scholar,scholar_00452,dblp,dblp_00007,-1,0
scholar,scholar_00169,dblp,dblp_00022,-1,0
acm,acm_00093,scholar,scholar_00055,-1,0
dblp,dblp_00471,scholar,scholar_00329,-1,0
dblp,dblp_00159,acm,acm_00306,-1,0
scholar,scholar_00475,acm,acm_00295,-1,0
scholar,scholar_00183,acm,acm_00053,-1,0
dblp,dblp_00292,acm,acm_00474,-1,0
dblp,dblp_00206,scholar,scholar_00152,-1,0
acm,acm_00131,dblp,dblp_00367,-1,0
scholar,scholar_00251,acm,acm_00318,-1,0
scholar,scholar_00269,dblp,dblp_00406,-1,0
acm,acm_00336,dblp,dblp_00062,-1,0
acm,acm_00268,dblp,dblp_00254,-1,0
scholar,scholar_00278,acm,acm_00371,-1,0
dblp,dblp_00255,scholar,scholar_00186,-1,0
acm,acm_00017,scholar,scholar_00322,-1,0
acm,acm_00314,scholar,scholar_00409,-1,0
acm,acm_00422,scholar,scholar_00367,-1,0
acm,acm_00072,dblp,dblp_00076,-1,0
dblp,dblp_00411,acm,acm_00351,-1,0
scholar,scholar_00237,dblp,dblp_00404,-1,0
scholar,scholar_00303,dblp,dblp_00258,-1,0
acm,acm_00358,scholar,scholar_00376,-1,0
acm,acm_00476,scholar,scholar_00136,-1,0
scholar,scholar_00388,acm,acm_00115,-1,0
scholar,scholar_00275,acm,acm_00397,-1,0
acm,acm_00124,dblp,dblp_00328,-1,0
scholar,scholar_00394,dblp,dblp_00005,-1,0
dblp,dblp_00139,scholar,scholar_00131,-1,0
dblp,dblp_00362,acm,acm_00123,-1,0
scholar,scholar_00204,dblp,dblp_00341,-1,0
dblp,dblp_00215,acm,acm_00405,-1,0
dblp,dblp_00298,acm,acm_00095,-1,0
dblp,dblp_00152,scholar,scholar_00251,-1,0
scholar,scholar_00169,dblp,dblp_00470,-1,0
scholar,scholar_00291,dblp,dblp_00202,-1,0
scholar,scholar_00183,dblp,dblp_00434,-1,0
dblp,dblp_00064,acm,acm_00370,-1,0
scholar,scholar_00171,dblp,dblp_00480,-1,0
acm,acm_00370,dblp,dblp_00431,-1,0
scholar,scholar_00172,acm,acm_00100,-1,0
dblp,dblp_00367,acm,acm_00233,-1,0
dblp,dblp_00383,scholar,scholar_00232,-1,0
dblp,dblp_00448,scholar,scholar_00277,-1,0
acm,acm_00038,scholar,scholar_00422,-1,0
dblp,dblp_00431,scholar,scholar_00340,-1,0
dblp,dblp_00233,acm,acm_00375,-1,0
dblp,dblp_00001,acm,acm_00176,-1,0
acm,acm_00139,dblp,dblp_00082,-1,0
acm,acm_00131,scholar,scholar_00261,-1,0
dblp,dblp_00303,scholar,scholar_00105,-1,0
scholar,scholar_00258,dblp,dblp_00204,-1,0
acm,acm_00328,dblp,dblp_00184,-1,0
scholar,scholar_00046,dblp,dblp_00250,-1,0
scholar,scholar_00398,acm,acm_00200,-1,0
scholar,scholar_00085,dblp,dblp_00066,-1,0
acm,acm_00102,dblp,dblp_00029,-1,0
scholar,scholar_00292,dblp,dblp_00405,-1,0
acm,acm_00126,dblp,dblp_00394,-1,0
acm,acm_00429,scholar,scholar_00076,-1,0
dblp,dblp_00475,scholar,scholar_00117,-1,0
scholar,scholar_00168,dblp,dblp_00129,-1,0
scholar,scholar_00071,acm,acm_00325,-1,0
dblp,dblp_00203,acm,acm_00200,-1,0
acm,acm_00039,dblp,dblp_00238,-1,0
dblp,dblp_00014,scholar,scholar_00153,-1,0
acm,acm_00371,dblp,dblp_00019,-1,0
acm,acm_00374,scholar,scholar_00117,-1,0
dblp,dblp_00437,scholar,scholar_00064,-1,0
acm,acm_00066,scholar,scholar_00108,-1,0
scholar,scholar_00019,acm,acm_00470,-1,0
scholar,scholar_00135,dblp,dblp_00156,-1,0
dblp,dblp_00424,scholar,scholar_00196,-1,0
scholar,scholar_00165,dblp,dblp_00230,-1,0
acm,acm_00230,scholar,scholar_00017,-1,0
acm,acm_00286,scholar,scholar_00326,-1,0
acm,acm_00357,dblp,dblp_00383,-1,0
dblp,dblp_00177,scholar,scholar_00043,-1,0
acm,acm_00361,scholar,scholar_00111,-1,0
dblp,dblp_00368,scholar,scholar_00054,-1,0
dblp,dblp_00371,scholar,scholar_00415,-1,0
dblp,dblp_00283,acm,acm_00183,-1,0
dblp,dblp_00126,acm,acm_00023,-1,0
dblp,dblp_00491,acm,acm_00477,-1,0
scholar,scholar_00152,dblp,dblp_00029,-1,0
dblp,dblp_00176,scholar,scholar_00499,-1,0
scholar,scholar_00283,dblp,dblp_00303,-1,0
scholar,scholar_00295,acm,acm_00077,-1,0
dblp,dblp_00396,acm,acm_00417,-1,0
scholar,scholar_00124,dblp,dblp_00386,-1,0
scholar,scholar_00475,dblp,dblp_00462,-1,0
dblp,dblp_00114,acm,acm_00148,-1,0
dblp,dblp_00080,scholar,scholar_00437,-1,0
scholar,scholar_00012,acm,acm_00266,-1,0
dblp,dblp_00212,scholar,scholar_00012,-1,0
scholar,scholar_00253,dblp,dblp_00000,-1,0
dblp,dblp_00220,acm,acm_00491,-1,0
dblp,dblp_00042,acm,acm_00024,-1,0
scholar,scholar_00060,acm,acm_00394,-1,0
acm,acm_00248,dblp,dblp_00353,-1,0
dblp,dblp_00167,acm,acm_00238,-1,0
acm,acm_00156,dblp,dblp_00428,-1,0
dblp,dblp_00315,acm,acm_00334,-1,0
acm,acm_00131,scholar,scholar_00019,-1,0
acm,acm_00027,scholar,scholar_00342,-1,0
acm,acm_00344,scholar,scholar_00013,-1,0
scholar,scholar_00477,dblp,dblp_00123,-1,0
dblp,dblp_00113,acm,acm_00147,-1,0
dblp,dblp_00391,scholar,scholar_00028,-1,0
dblp,dblp_00198,acm,acm_00069,-1,0
acm,acm_00223,scholar,scholar_00232,-1,0
acm,acm_00163,scholar,scholar_00326,-1,0
scholar,scholar_00360,dblp,dblp_00078,-1,0
scholar,scholar_00133,dblp,dblp_00002,-1,0
scholar,scholar_00038,dblp,dblp_00430,-1,0
dblp,dblp_00428,acm,acm_00482,-1,0
dblp,dblp_00346,acm,acm_00425,-1,0
acm,acm_00371,dblp,dblp_00208,-1,0
